"","SHOP ID","SALES PERSON ID","ITEM NR","PRICE","QUANTITY","REVENUE","DATE"
"16229","NYFL0152","FL-TS704","RSI-802-493",6.15,2,12.3,2016-12-26
"16230","CHHF4589","HF-JP738","LTP-429-116",7.45,11,81.95,2016-03-23
"16231","SELL8603","LL-AH674","LPM-704-265",6.99,7,48.93,2016-08-03
"16232","CHHF4589","HF-NP429","OMG-175-129",11.29,17,191.93,2016-02-29
"16233","CHHF4589","HF-JP738","RBI-513-811",5.25,14,73.5,2016-02-12
"16234","LAAU6602","AU-BT861","LCS-461-035",7.45,9,67.05,2016-02-07
"16235","LAAU6602","AU-HG923","RMG-199-201",5.65,8,45.2,2016-11-20
"16236","CHHF4589","HF-JP738","RSI-802-493",6.15,13,79.95,2016-02-06
"16237","NYFL0152","FL-TS704","RMG-199-201",5.65,6,33.9,2016-02-19
"16238","CHHF4589","HF-JP738","LCS-461-035",7.45,1,7.45,2016-01-21
"16239","SELL8603","LL-PS563","LZD-622-073",8.89,1,8.89,2016-11-17
"16240","SFSW1840","SW-TH205","RFG-388-575",4.65,16,74.4,2016-11-23
"16241","CHHF4589","HF-NP429","LZD-622-073",8.89,10,88.9,2016-03-19
"16242","SFSW1840","SW-TH205","RSI-802-493",6.15,9,55.35,2016-11-16
"16243","SELL8603","LL-PS563","RBI-513-811",5.25,6,31.5,2016-04-15
"16244","LAAU6602","AU-BT861","ORT-307-942",10.49,13,136.37,2016-05-30
"16245","AUWL7026","WL-WL903","RMG-199-201",5.65,12,67.8,2016-02-08
"16246","CHHF4589","HF-NP429","LTP-429-116",7.45,15,111.75,2016-05-16
"16247","MIAL3314","AL-PT831","LZD-622-073",8.89,16,142.24,2016-02-13
"16248","NYML7932","ML-JM463","LZD-622-073",8.89,4,35.56,2016-03-23
"16249","SELL8603","LL-AJ284","ORT-307-942",10.49,3,31.47,2016-06-20
"16250","SELL8603","LL-AJ284","OMG-175-129",11.29,3,33.87,2016-07-24
"16251","MIAL3314","AL-PT831","LCS-461-035",7.45,5,37.25,2016-11-20
"16252","AUWL7026","WL-DT369","LCS-461-035",7.45,10,74.5,2016-07-22
"16253","SFSW1840","SW-TH205","LCS-461-035",7.45,15,111.75,2016-10-17
"16254","SFSW1840","SW-TH205","RFG-388-575",4.65,3,13.95,2016-03-04
"16255","CHHF4589","HF-JP738","RFG-388-575",4.65,13,60.45,2016-02-17
"16256","SELL8603","LL-AJ284","ODD-114-017",9.99,4,39.96,2016-11-18
"16257","LAAU6602","AU-BT861","RBI-513-811",5.25,16,84,2016-06-28
"16258","NYFL0152","FL-TL942","RBI-513-811",5.25,3,15.75,2016-11-28
"16259","CHHF4589","HF-NP429","LCS-461-035",7.45,8,59.6,2016-06-14
"16260","SFSW1840","SW-RR501","OMG-175-129",11.29,12,135.48,2016-11-10
"16261","LAAU6602","AU-HG923","RBI-513-811",5.25,8,42,2016-09-24
"16262","CHHF4589","HF-JP738","LCS-461-035",7.45,2,14.9,2016-09-24
"16263","CHHF4589","HF-NP429","LPM-704-265",6.99,7,48.93,2016-11-26
"16264","MIFK9547","FK-NF048","RMG-199-201",5.65,9,50.85,2016-02-14
"16265","SELL8603","LL-AJ284","LTP-429-116",7.45,1,7.45,2016-02-11
"16266","NYML7932","ML-JM463","LCS-461-035",7.45,14,104.3,2016-05-13
"16267","CHHF4589","HF-NP429","LCS-461-035",7.45,11,81.95,2016-03-22
"16268","CHHF4589","HF-NP429","LPM-704-265",6.99,2,13.98,2016-06-20
"16269","NYFL0152","FL-SS827","LZD-622-073",8.89,14,124.46,2016-07-21
"16270","SELL8603","LL-AH674","LPM-704-265",6.99,9,62.91,2016-01-09
"16271","CHHF4589","HF-NP429","ORT-307-942",10.49,3,31.47,2016-01-01
"16272","NYFL0152","FL-TS704","ORT-307-942",10.49,9,94.41,2016-05-06
"16273","MIFK9547","FK-NF048","RMG-199-201",5.65,5,28.25,2016-05-30
"16274","NYML7932","ML-RG223","LPM-704-265",6.99,7,48.93,2016-03-11
"16275","NYFL0152","FL-SS827","LTP-429-116",7.45,7,52.15,2016-04-18
"16276","CHHF4589","HF-NP429","RFG-388-575",4.65,8,37.2,2016-01-19
"16277","SELL8603","LL-AJ284","LCS-461-035",7.45,16,119.2,2016-06-21
"16278","AUWL7026","WL-DT369","LPM-704-265",6.99,4,27.96,2016-09-08
"16279","CHHF4589","HF-JP738","RBI-513-811",5.25,11,57.75,2016-03-10
"16280","NYML7932","ML-JM463","LCS-461-035",7.45,15,111.75,2016-01-26
"16281","CHHF4589","HF-NP429","ORT-307-942",10.49,2,20.98,2016-11-21
"16282","AUWL7026","WL-WL903","OBD-573-022",11.79,13,153.27,2016-01-15
"16283","NYML7932","ML-NB362","RFG-388-575",4.65,9,41.85,2016-02-27
"16284","NYFL0152","FL-TL942","RBI-513-811",5.25,12,63,2016-07-27
"16285","AUWL7026","WL-DT369","RSI-802-493",6.15,15,92.25,2016-11-29
"16286","SELL8603","LL-PS563","LCS-461-035",7.45,16,119.2,2016-01-28
"16287","NYFL0152","FL-TL942","RSI-802-493",6.15,8,49.2,2016-03-20
"16288","SELL8603","LL-AJ284","LZD-622-073",8.89,4,35.56,2016-08-01
"16289","AUWL7026","WL-WL903","LPM-704-265",6.99,8,55.92,2016-10-25
"16290","CHHF4589","HF-NP429","OBD-573-022",11.79,13,153.27,2016-06-29
"16291","LAAU6602","AU-HJ434","ODD-114-017",9.99,2,19.98,2016-09-01
"16292","CHHF4589","HF-NP429","RFG-388-575",4.65,2,9.3,2016-04-16
"16293","SFSW1840","SW-TH205","ORT-307-942",10.49,6,62.94,2016-09-03
"16294","SELL8603","LL-RS639","RSI-802-493",6.15,8,49.2,2016-01-01
"16295","CHHF4589","HF-NP429","LTP-429-116",7.45,9,67.05,2016-05-02
"16296","NYML7932","ML-JM463","LTP-429-116",7.45,10,74.5,2016-12-20
"16297","CHHF4589","HF-NP429","RBI-513-811",5.25,4,21,2016-07-01
"16298","LAAU6602","AU-HG923","ORT-307-942",10.49,11,115.39,2016-02-03
"16299","MIAL3314","AL-PT831","LPM-704-265",6.99,12,83.88,2016-08-21
"16300","SFSW1840","SW-TH205","ORT-307-942",10.49,11,115.39,2016-09-06
"16301","NYFL0152","FL-SS827","LCS-461-035",7.45,5,37.25,2016-09-20
"16302","LAAU6602","AU-HJ434","RFG-388-575",4.65,10,46.5,2016-09-10
"16303","MIAL3314","AL-PT831","RFG-388-575",4.65,13,60.45,2016-04-14
"16304","SFSW1840","SW-TH205","RBI-513-811",5.25,2,10.5,2016-06-05
"16305","SFSW1840","SW-TH205","LCS-461-035",7.45,12,89.4,2016-11-09
"16306","AUWL7026","WL-DT369","RMG-199-201",5.65,8,45.2,2016-08-24
"16307","NYML7932","ML-NB362","RFG-388-575",4.65,13,60.45,2016-05-22
"16308","SELL8603","LL-AH674","LCS-461-035",7.45,2,14.9,2016-03-30
"16309","SELL8603","LL-PS563","RMG-199-201",5.65,13,73.45,2016-01-03
"16310","SELL8603","LL-AJ284","RMG-199-201",5.65,9,50.85,2016-05-18
"16311","MIFK9547","FK-NF048","ORT-307-942",10.49,7,73.43,2016-04-20
"16312","NYML7932","ML-JM463","LCS-461-035",7.45,16,119.2,2016-06-08
"16313","SELL8603","LL-RS639","RBI-513-811",5.25,10,52.5,2016-08-13
"16314","SELL8603","LL-AJ284","LZD-622-073",8.89,7,62.23,2016-03-13
"16315","LAAU6602","AU-HG923","OMG-175-129",11.29,10,112.9,2016-10-16
"16316","SFSW1840","SW-TH205","RSI-802-493",6.15,1,6.15,2016-11-12
"16317","NYML7932","ML-NB362","LPM-704-265",6.99,16,111.84,2016-08-10
"16318","CHHF4589","HF-NP429","LTP-429-116",7.45,11,81.95,2016-03-20
"16319","CHHF4589","HF-NP429","RBI-513-811",5.25,12,63,2016-09-10
"16320","AUWL7026","WL-WL903","LCS-461-035",7.45,7,52.15,2016-05-30
"16321","NYFL0152","FL-TL942","ODD-114-017",9.99,3,29.97,2016-01-09
"16322","NYFL0152","FL-TL942","LCS-461-035",7.45,7,52.15,2016-05-20
"16323","LAAU6602","AU-BT861","LCS-461-035",7.45,4,29.8,2016-01-20
"16324","MIFK9547","FK-NF048","LTP-429-116",7.45,2,14.9,2016-08-12
"16325","NYFL0152","FL-TL942","LCS-461-035",7.45,1,7.45,2016-03-24
"16326","CHHF4589","HF-NP429","LCS-461-035",7.45,15,111.75,2016-03-10
"16327","SFSW1840","SW-TH205","ORT-307-942",10.49,15,157.35,2016-01-30
"16328","AUWL7026","WL-DT369","LPM-704-265",6.99,3,20.97,2016-06-02
"16329","LAAU6602","AU-BT861","RSI-802-493",6.15,16,98.4,2016-04-25
"16330","CHHF4589","HF-NP429","LCS-461-035",7.45,4,29.8,2016-05-13
"16331","SELL8603","LL-AH674","RSI-802-493",6.15,10,61.5,2016-11-29
"16332","SFSW1840","SW-RR501","OBD-573-022",11.79,2,23.58,2016-11-30
"16333","SELL8603","LL-AH674","RBI-513-811",5.25,2,10.5,2016-08-19
"16334","MIFK9547","FK-PB337","LCS-461-035",7.45,3,22.35,2016-05-24
"16335","NYML7932","ML-NB362","ORT-307-942",10.49,6,62.94,2016-03-11
"16336","MIAL3314","AL-PT831","RSI-802-493",6.15,1,6.15,2016-02-12
"16337","LAAU6602","AU-HJ434","RSI-802-493",6.15,11,67.65,2016-08-01
"16338","NYML7932","ML-RG223","RMG-199-201",5.65,2,11.3,2016-05-27
"16339","MIAL3314","AL-PT831","OMG-175-129",11.29,8,90.32,2016-11-30
"16340","NYFL0152","FL-TS704","LZD-622-073",8.89,10,88.9,2016-05-18
"16341","SELL8603","LL-RS639","OBD-573-022",11.79,5,58.95,2016-01-02
"16342","NYML7932","ML-JM463","RMG-199-201",5.65,5,28.25,2016-01-30
"16343","SFSW1840","SW-TH205","RSI-802-493",6.15,16,98.4,2016-12-18
"16344","LAAU6602","AU-HG923","ODD-114-017",9.99,13,129.87,2016-02-26
"16345","MIFK9547","FK-PB337","RBI-513-811",5.25,3,15.75,2016-03-27
"16346","CHHF4589","HF-NP429","RSI-802-493",6.15,14,86.1,2016-01-21
"16347","NYFL0152","FL-TS704","LCS-461-035",7.45,17,126.65,2016-11-27
"16348","NYML7932","ML-JM463","RBI-513-811",5.25,7,36.75,2016-08-04
"16349","NYFL0152","FL-TL942","RSI-802-493",6.15,13,79.95,2016-12-29
"16350","CHHF4589","HF-NP429","LCS-461-035",7.45,16,119.2,2016-03-06
"16351","MIFK9547","FK-PB337","LPM-704-265",6.99,2,13.98,2016-02-01
"16352","SELL8603","LL-RS639","LTP-429-116",7.45,15,111.75,2016-02-28
"16353","CHHF4589","HF-NP429","RBI-513-811",5.25,1,5.25,2016-11-13
"16354","NYFL0152","FL-SS827","RSI-802-493",6.15,6,36.9,2016-12-14
"16355","LAAU6602","AU-BT861","RSI-802-493",6.15,17,104.55,2016-12-26
"16356","CHHF4589","HF-NP429","LZD-622-073",8.89,2,17.78,2016-03-17
"16357","SELL8603","LL-AJ284","LZD-622-073",8.89,16,142.24,2016-08-05
"16358","MIFK9547","FK-PB337","LZD-622-073",8.89,11,97.79,2016-09-29
"16359","NYFL0152","FL-TL942","RBI-513-811",5.25,8,42,2016-03-20
"16360","SELL8603","LL-AH674","LPM-704-265",6.99,6,41.94,2016-12-20
"16361","SELL8603","LL-PS563","LCS-461-035",7.45,14,104.3,2016-11-13
"16362","NYFL0152","FL-TL942","RMG-199-201",5.65,12,67.8,2016-06-10
"16363","AUWL7026","WL-WL903","RBI-513-811",5.25,15,78.75,2016-06-22
"16364","MIAL3314","AL-PT831","LZD-622-073",8.89,3,26.67,2016-06-07
"16365","CHHF4589","HF-NP429","OBD-573-022",11.79,11,129.69,2016-12-31
"16366","NYFL0152","FL-TL942","RSI-802-493",6.15,9,55.35,2016-03-17
"16367","CHHF4589","HF-NP429","LZD-622-073",8.89,14,124.46,2016-07-20
"16368","NYML7932","ML-JM463","OBD-573-022",11.79,2,23.58,2016-10-09
"16369","SELL8603","LL-PS563","ORT-307-942",10.49,17,178.33,2016-10-17
"16370","CHHF4589","HF-NP429","LCS-461-035",7.45,6,44.7,2016-02-08
"16371","SELL8603","LL-PS563","LZD-622-073",8.89,1,8.89,2016-04-23
"16372","AUWL7026","WL-DT369","RFG-388-575",4.65,12,55.8,2016-02-02
"16373","CHHF4589","HF-NP429","RSI-802-493",6.15,10,61.5,2016-08-28
"16374","CHHF4589","HF-NP429","RBI-513-811",5.25,17,89.25,2016-12-26
"16375","MIFK9547","FK-NF048","RFG-388-575",4.65,13,60.45,2016-04-08
"16376","NYFL0152","FL-TL942","RBI-513-811",5.25,7,36.75,2016-03-22
"16377","SELL8603","LL-RS639","LCS-461-035",7.45,6,44.7,2016-02-02
"16378","NYFL0152","FL-TS704","LZD-622-073",8.89,9,80.01,2016-02-02
"16379","SELL8603","LL-PS563","ODD-114-017",9.99,3,29.97,2016-04-30
"16380","SELL8603","LL-PS563","LPM-704-265",6.99,14,97.86,2016-06-12
"16381","CHHF4589","HF-NP429","ORT-307-942",10.49,12,125.88,2016-02-27
"16382","CHHF4589","HF-NP429","ODD-114-017",9.99,9,89.91,2016-09-23
"16383","LAAU6602","AU-BT861","LZD-622-073",8.89,15,133.35,2016-03-13
"16384","NYML7932","ML-JM463","RSI-802-493",6.15,13,79.95,2016-03-07
"16385","CHHF4589","HF-NP429","RMG-199-201",5.65,16,90.4,2016-04-21
"16386","NYML7932","ML-JM463","RSI-802-493",6.15,8,49.2,2016-12-28
"16387","SFSW1840","SW-TH205","ORT-307-942",10.49,2,20.98,2016-08-28
"16388","MIAL3314","AL-PT831","RBI-513-811",5.25,13,68.25,2016-09-22
"16389","CHHF4589","HF-NP429","RMG-199-201",5.65,1,5.65,2016-04-21
"16390","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-02-07
"16391","CHHF4589","HF-JP738","LPM-704-265",6.99,12,83.88,2016-03-31
"16392","NYFL0152","FL-TS704","LCS-461-035",7.45,7,52.15,2016-06-18
"16393","SELL8603","LL-AJ284","RSI-802-493",6.15,11,67.65,2016-04-16
"16394","NYFL0152","FL-TL942","LCS-461-035",7.45,5,37.25,2016-08-23
"16395","CHHF4589","HF-JP738","LTP-429-116",7.45,11,81.95,2016-03-18
"16396","SELL8603","LL-AH674","OMG-175-129",11.29,4,45.16,2016-06-05
"16397","CHHF4589","HF-NP429","LPM-704-265",6.99,12,83.88,2016-09-10
"16398","CHHF4589","HF-NP429","OBD-573-022",11.79,3,35.37,2016-03-09
"16399","MIFK9547","FK-PB337","RBI-513-811",5.25,11,57.75,2016-12-11
"16400","SELL8603","LL-RS639","OBD-573-022",11.79,3,35.37,2016-12-09
"16401","SFSW1840","SW-TH205","LZD-622-073",8.89,17,151.13,2016-07-10
"16402","CHHF4589","HF-NP429","LCS-461-035",7.45,7,52.15,2016-04-04
"16403","NYFL0152","FL-TL942","OMG-175-129",11.29,1,11.29,2016-09-09
"16404","LAAU6602","AU-BT861","RSI-802-493",6.15,13,79.95,2016-10-11
"16405","CHHF4589","HF-NP429","RSI-802-493",6.15,14,86.1,2016-11-05
"16406","CHHF4589","HF-JP738","ODD-114-017",9.99,16,159.84,2016-11-22
"16407","NYFL0152","FL-TL942","LZD-622-073",8.89,11,97.79,2016-05-27
"16408","SFSW1840","SW-RR501","RMG-199-201",5.65,11,62.15,2016-02-12
"16409","AUWL7026","WL-DT369","RSI-802-493",6.15,16,98.4,2016-01-28
"16410","LAAU6602","AU-HJ434","RMG-199-201",5.65,7,39.55,2016-03-03
"16411","SFSW1840","SW-TH205","RMG-199-201",5.65,6,33.9,2016-09-26
"16412","NYML7932","ML-JM463","RMG-199-201",5.65,6,33.9,2016-11-04
"16413","CHHF4589","HF-NP429","RBI-513-811",5.25,1,5.25,2016-01-19
"16414","CHHF4589","HF-NP429","RSI-802-493",6.15,6,36.9,2016-06-01
"16415","NYML7932","ML-NB362","LZD-622-073",8.89,11,97.79,2016-08-13
"16416","SFSW1840","SW-TH205","RMG-199-201",5.65,13,73.45,2016-01-10
"16417","LAAU6602","AU-BT861","RSI-802-493",6.15,14,86.1,2016-06-09
"16418","NYML7932","ML-NB362","LCS-461-035",7.45,9,67.05,2016-11-07
"16419","NYFL0152","FL-TL942","RBI-513-811",5.25,1,5.25,2016-09-03
"16420","NYFL0152","FL-SS827","LCS-461-035",7.45,2,14.9,2016-10-15
"16421","NYML7932","ML-JM463","LZD-622-073",8.89,16,142.24,2016-07-09
"16422","NYML7932","ML-RG223","LTP-429-116",7.45,2,14.9,2016-07-14
"16423","AUWL7026","WL-DT369","RFG-388-575",4.65,5,23.25,2016-12-11
"16424","NYML7932","ML-NB362","RSI-802-493",6.15,17,104.55,2016-09-16
"16425","AUWL7026","WL-DT369","RMG-199-201",5.65,3,16.95,2016-05-18
"16426","SELL8603","LL-AH674","RSI-802-493",6.15,13,79.95,2016-10-07
"16427","NYFL0152","FL-SS827","RFG-388-575",4.65,2,9.3,2016-07-30
"16428","CHHF4589","HF-NP429","LTP-429-116",7.45,11,81.95,2016-07-05
"16429","CHHF4589","HF-JP738","OBD-573-022",11.79,4,47.16,2016-06-07
"16430","NYML7932","ML-RG223","RFG-388-575",4.65,11,51.15,2016-03-17
"16431","SFSW1840","SW-TH205","LPM-704-265",6.99,17,118.83,2016-02-03
"16432","SFSW1840","SW-TH205","RSI-802-493",6.15,5,30.75,2016-07-21
"16433","CHHF4589","HF-NP429","LCS-461-035",7.45,5,37.25,2016-03-17
"16434","AUWL7026","WL-DT369","RBI-513-811",5.25,6,31.5,2016-12-15
"16435","LAAU6602","AU-HJ434","RMG-199-201",5.65,16,90.4,2016-08-21
"16436","CHHF4589","HF-NP429","ODD-114-017",9.99,2,19.98,2016-11-18
"16437","NYML7932","ML-JM463","RMG-199-201",5.65,7,39.55,2016-11-14
"16438","AUWL7026","WL-WL903","LZD-622-073",8.89,13,115.57,2016-10-21
"16439","NYML7932","ML-NB362","LTP-429-116",7.45,4,29.8,2016-05-25
"16440","SFSW1840","SW-TH205","ODD-114-017",9.99,14,139.86,2016-04-20
"16441","SELL8603","LL-RS639","LCS-461-035",7.45,17,126.65,2016-04-29
"16442","NYML7932","ML-RG223","LCS-461-035",7.45,9,67.05,2016-05-11
"16443","NYFL0152","FL-SS827","RMG-199-201",5.65,10,56.5,2016-08-06
"16444","MIFK9547","FK-PB337","OBD-573-022",11.79,8,94.32,2016-12-08
"16445","NYML7932","ML-RG223","LZD-622-073",8.89,5,44.45,2016-11-16
"16446","CHHF4589","HF-NP429","OMG-175-129",11.29,4,45.16,2016-04-04
"16447","NYFL0152","FL-TL942","ORT-307-942",10.49,14,146.86,2016-09-04
"16448","CHHF4589","HF-NP429","RMG-199-201",5.65,8,45.2,2016-04-26
"16449","NYFL0152","FL-TL942","LCS-461-035",7.45,9,67.05,2016-08-21
"16450","NYML7932","ML-JM463","OBD-573-022",11.79,7,82.53,2016-04-16
"16451","NYFL0152","FL-TL942","LCS-461-035",7.45,16,119.2,2016-06-18
"16452","MIAL3314","AL-PT831","RBI-513-811",5.25,10,52.5,2016-03-03
"16453","AUWL7026","WL-WL903","RFG-388-575",4.65,1,4.65,2016-02-08
"16454","CHHF4589","HF-JP738","RMG-199-201",5.65,17,96.05,2016-02-20
"16455","CHHF4589","HF-JP738","RMG-199-201",5.65,4,22.6,2016-12-29
"16456","LAAU6602","AU-HJ434","RBI-513-811",5.25,17,89.25,2016-09-21
"16457","AUWL7026","WL-WL903","RFG-388-575",4.65,16,74.4,2016-05-02
"16458","NYFL0152","FL-SS827","RBI-513-811",5.25,5,26.25,2016-03-17
"16459","AUWL7026","WL-WL903","LZD-622-073",8.89,11,97.79,2016-01-04
"16460","LAAU6602","AU-HG923","ORT-307-942",10.49,11,115.39,2016-03-11
"16461","LAAU6602","AU-HG923","RFG-388-575",4.65,13,60.45,2016-04-27
"16462","SELL8603","LL-AH674","RSI-802-493",6.15,5,30.75,2016-12-19
"16463","SELL8603","LL-RS639","LCS-461-035",7.45,11,81.95,2016-11-10
"16464","SFSW1840","SW-TH205","RSI-802-493",6.15,5,30.75,2016-05-21
"16465","MIFK9547","FK-PB337","RFG-388-575",4.65,5,23.25,2016-06-26
"16466","SFSW1840","SW-TH205","OBD-573-022",11.79,3,35.37,2016-03-10
"16467","NYFL0152","FL-TS704","RFG-388-575",4.65,2,9.3,2016-12-08
"16468","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-09-15
"16469","CHHF4589","HF-NP429","OMG-175-129",11.29,5,56.45,2016-01-29
"16470","SFSW1840","SW-TH205","RSI-802-493",6.15,3,18.45,2016-01-22
"16471","CHHF4589","HF-NP429","RBI-513-811",5.25,8,42,2016-11-24
"16472","SFSW1840","SW-TH205","ODD-114-017",9.99,10,99.9,2016-03-04
"16473","CHHF4589","HF-NP429","RFG-388-575",4.65,5,23.25,2016-07-11
"16474","SFSW1840","SW-TH205","RSI-802-493",6.15,6,36.9,2016-10-24
"16475","SELL8603","LL-AH674","LZD-622-073",8.89,8,71.12,2016-11-22
"16476","SELL8603","LL-PS563","RSI-802-493",6.15,4,24.6,2016-10-09
"16477","CHHF4589","HF-NP429","RMG-199-201",5.65,6,33.9,2016-09-18
"16478","MIAL3314","AL-PT831","LCS-461-035",7.45,5,37.25,2016-10-09
"16479","CHHF4589","HF-NP429","RBI-513-811",5.25,1,5.25,2016-07-10
"16480","NYFL0152","FL-TS704","RFG-388-575",4.65,6,27.9,2016-04-16
"16481","CHHF4589","HF-JP738","RSI-802-493",6.15,13,79.95,2016-08-05
"16482","MIFK9547","FK-PB337","RSI-802-493",6.15,1,6.15,2016-09-12
"16483","CHHF4589","HF-NP429","ORT-307-942",10.49,11,115.39,2016-07-26
"16484","NYML7932","ML-RG223","LZD-622-073",8.89,17,151.13,2016-01-22
"16485","CHHF4589","HF-NP429","RSI-802-493",6.15,15,92.25,2016-08-31
"16486","CHHF4589","HF-NP429","OMG-175-129",11.29,17,191.93,2016-11-25
"16487","CHHF4589","HF-NP429","LPM-704-265",6.99,15,104.85,2016-10-12
"16488","SFSW1840","SW-TH205","RBI-513-811",5.25,5,26.25,2016-07-20
"16489","LAAU6602","AU-HG923","LZD-622-073",8.89,14,124.46,2016-05-27
"16490","SELL8603","LL-AH674","RBI-513-811",5.25,16,84,2016-10-21
"16491","CHHF4589","HF-JP738","RMG-199-201",5.65,14,79.1,2016-12-07
"16492","NYML7932","ML-NB362","RBI-513-811",5.25,5,26.25,2016-07-27
"16493","AUWL7026","WL-DT369","RBI-513-811",5.25,9,47.25,2016-10-05
"16494","SFSW1840","SW-TH205","OMG-175-129",11.29,6,67.74,2016-07-04
"16495","CHHF4589","HF-NP429","LPM-704-265",6.99,14,97.86,2016-12-30
"16496","AUWL7026","WL-DT369","RBI-513-811",5.25,15,78.75,2016-05-14
"16497","MIFK9547","FK-PB337","RBI-513-811",5.25,5,26.25,2016-03-19
"16498","SFSW1840","SW-TH205","LTP-429-116",7.45,17,126.65,2016-02-15
"16499","LAAU6602","AU-BT861","LCS-461-035",7.45,14,104.3,2016-12-21
"16500","SELL8603","LL-AJ284","LCS-461-035",7.45,14,104.3,2016-08-31
"16501","AUWL7026","WL-WL903","RMG-199-201",5.65,13,73.45,2016-05-21
"16502","CHHF4589","HF-NP429","RSI-802-493",6.15,5,30.75,2016-11-02
"16503","NYML7932","ML-NB362","OMG-175-129",11.29,14,158.06,2016-06-11
"16504","SFSW1840","SW-TH205","RMG-199-201",5.65,10,56.5,2016-09-17
"16505","LAAU6602","AU-HG923","OMG-175-129",11.29,8,90.32,2016-01-21
"16506","LAAU6602","AU-BT861","LCS-461-035",7.45,6,44.7,2016-03-22
"16507","NYML7932","ML-NB362","LPM-704-265",6.99,16,111.84,2016-03-30
"16508","CHHF4589","HF-NP429","RSI-802-493",6.15,7,43.05,2016-06-24
"16509","SELL8603","LL-RS639","LCS-461-035",7.45,11,81.95,2016-02-14
"16510","SFSW1840","SW-RR501","RFG-388-575",4.65,5,23.25,2016-05-02
"16511","CHHF4589","HF-NP429","ORT-307-942",10.49,9,94.41,2016-07-21
"16512","NYFL0152","FL-SS827","RFG-388-575",4.65,13,60.45,2016-05-29
"16513","SFSW1840","SW-TH205","LZD-622-073",8.89,8,71.12,2016-02-27
"16514","SELL8603","LL-AH674","LPM-704-265",6.99,17,118.83,2016-04-18
"16515","CHHF4589","HF-NP429","LCS-461-035",7.45,17,126.65,2016-01-01
"16516","NYFL0152","FL-TS704","RBI-513-811",5.25,11,57.75,2016-01-20
"16517","NYFL0152","FL-TS704","RBI-513-811",5.25,17,89.25,2016-07-09
"16518","MIFK9547","FK-PB337","RFG-388-575",4.65,1,4.65,2016-03-18
"16519","CHHF4589","HF-NP429","LPM-704-265",6.99,4,27.96,2016-07-20
"16520","SFSW1840","SW-TH205","RFG-388-575",4.65,17,79.05,2016-04-06
"16521","NYML7932","ML-NB362","RSI-802-493",6.15,1,6.15,2016-01-22
"16522","MIAL3314","AL-PT831","RBI-513-811",5.25,7,36.75,2016-09-16
"16523","MIFK9547","FK-NF048","RMG-199-201",5.65,15,84.75,2016-05-31
"16524","NYFL0152","FL-SS827","RMG-199-201",5.65,2,11.3,2016-02-16
"16525","NYML7932","ML-RG223","RBI-513-811",5.25,11,57.75,2016-07-18
"16526","MIAL3314","AL-PT831","LPM-704-265",6.99,8,55.92,2016-07-21
"16527","SFSW1840","SW-TH205","ORT-307-942",10.49,3,31.47,2016-01-10
"16528","SFSW1840","SW-TH205","RMG-199-201",5.65,12,67.8,2016-06-06
"16529","CHHF4589","HF-NP429","RFG-388-575",4.65,11,51.15,2016-04-28
"16530","SFSW1840","SW-TH205","OMG-175-129",11.29,13,146.77,2016-04-08
"16531","LAAU6602","AU-BT861","RFG-388-575",4.65,15,69.75,2016-06-24
"16532","CHHF4589","HF-NP429","RFG-388-575",4.65,16,74.4,2016-07-15
"16533","AUWL7026","WL-DT369","LPM-704-265",6.99,8,55.92,2016-11-27
"16534","SFSW1840","SW-TH205","RMG-199-201",5.65,10,56.5,2016-02-06
"16535","CHHF4589","HF-NP429","LCS-461-035",7.45,4,29.8,2016-07-17
"16536","SELL8603","LL-RS639","LCS-461-035",7.45,4,29.8,2016-07-28
"16537","SFSW1840","SW-TH205","LTP-429-116",7.45,12,89.4,2016-03-29
"16538","SELL8603","LL-PS563","RMG-199-201",5.65,5,28.25,2016-07-30
"16539","SELL8603","LL-RS639","LZD-622-073",8.89,2,17.78,2016-05-11
"16540","SELL8603","LL-AH674","LPM-704-265",6.99,7,48.93,2016-07-15
"16541","LAAU6602","AU-BT861","LTP-429-116",7.45,7,52.15,2016-07-07
"16542","AUWL7026","WL-WL903","ORT-307-942",10.49,2,20.98,2016-06-30
"16543","AUWL7026","WL-DT369","RMG-199-201",5.65,12,67.8,2016-06-13
"16544","CHHF4589","HF-NP429","LCS-461-035",7.45,14,104.3,2016-05-13
"16545","SELL8603","LL-RS639","ORT-307-942",10.49,5,52.45,2016-10-03
"16546","CHHF4589","HF-NP429","LZD-622-073",8.89,10,88.9,2016-08-14
"16547","SFSW1840","SW-TH205","LCS-461-035",7.45,15,111.75,2016-07-17
"16548","LAAU6602","AU-BT861","LCS-461-035",7.45,3,22.35,2016-02-27
"16549","CHHF4589","HF-NP429","RMG-199-201",5.65,14,79.1,2016-04-16
"16550","NYFL0152","FL-TS704","LCS-461-035",7.45,11,81.95,2016-08-01
"16551","CHHF4589","HF-NP429","LZD-622-073",8.89,5,44.45,2016-12-11
"16552","NYML7932","ML-RG223","OBD-573-022",11.79,6,70.74,2016-03-16
"16553","CHHF4589","HF-NP429","LPM-704-265",6.99,10,69.9,2016-04-04
"16554","CHHF4589","HF-NP429","LCS-461-035",7.45,15,111.75,2016-05-25
